"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Amount (Out)","Token (Out)","Amount (In)","Token (In)","Swapped Rate","Swapped Pair","DEX"
"0x899152b48e3f1d14115677c7c6b4f897b1ec0e5bcefefdce075a45e62683e75a","1620048488",2021-05-03 13:28:08,Sell,4983147141001.66, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xe2749c8839130ca2330b63c7a5a858b37a9a56a1133074a47096f46050e0fd4c","1620048682",2021-05-03 13:31:22,Sell,41929272318.4233, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xea11cb771bdf6796f48d1fba7267b4175bf41a9eee4e0da5571841555d99a196","1620049242",2021-05-03 13:40:42,Sell,157098612168.752, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x9cafd401fac042bde0cda29ce366f7ef7eaf9bbaacebfaa00bd28e953fe91f45","1620049922",2021-05-03 13:52:02,Sell,104615873340.003, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x852a296281f5922b995e274e6fa1b4b54ed20c7e4ce1f15a8182b45473417ed5","1620050156",2021-05-03 13:55:56,Sell,8509270743218.72, BUNNY, 0.084030640428641, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xa9dcb484cb936fb3f1457d1145d623111ac0fab6a92ce7170ded18445c702cf6","1620050656",2021-05-03 14:04:16,Sell,52312851870.0605, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x95fe37752dc7f1597900b05df8e7e9232cf45b9bc9a7950d1bbf6f61d1d79316","1620051143",2021-05-03 14:12:23,Sell,133189472012.612, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xc65a98e723de23114c946cc4caddc6720350e25abfa91093f1cc4e2485f85677","1620051208",2021-05-03 14:13:28,Sell,156685027962.817, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xe4f0b19e9e2e9199f925da0f5dbb780cfb79f04ff5cb176126b1296767046422","1620051250",2021-05-03 14:14:10,Sell,1025045163.95381, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x2c9c400ce067abdcda0399d2fe5c7935a25be3a2e601c982021fbbf41f0e7965","1620051440",2021-05-03 14:17:20,Sell,3088928966564.28, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x300bbd7755d40790b2fcea1d49f920769c562a8a25ad4286ca8df18df1c345bc","1620051611",2021-05-03 14:20:11,Sell,624823774246.993, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x838afe6aee6d001ec8897be48a34abc17b0d7395bacc141b3c65fe2748cac80d","1620053486",2021-05-03 14:51:26,Sell,9846428902312.06, BUNNY, 0.100483199745676, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x92d7266ccfd840f89fe1280377c9ff7050f1fe4b3085ddc50ae8eff11c554983","1620053491",2021-05-03 14:51:31,Sell,36419070056.4129, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x655446e4029d10c1aa04fba8abf4b34e55776f2179e7cff7ca8252aa7ddaf03e","1620053539",2021-05-03 14:52:19,Sell,830492216209.275, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xcc93b2b899dad57ba6c4ba18600f001e2402e96a61471b2a2ca29904b236442a","1620055667",2021-05-03 15:27:47,Sell,5603441707585.32, BUNNY, 0.0575663263607037, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xf44c9376061fb2fcbdb30c184fa05cc9c64958939f915a27e5eb6456233656ad","1620056301",2021-05-03 15:38:21,Sell,531476740080.754, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x24b754102576ea14b48236fb0cb7fceed602b63c29614cd0bf28352826790413","1620056758",2021-05-03 15:45:58,Sell,3266271023012.99, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x17d834748c86f252cf016ab196869c531db54635411fdd7fdf2f5a9a35132d9c","1620057384",2021-05-03 15:56:24,Sell,1881723814108.35, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xec8963185fe173678f1cbede0638a45dabb29f05d95d631444dd0dd733d848cf","1620057418",2021-05-03 15:56:58,Sell,168162861040714, BUNNY, 1.76319745681553, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x26aafed1282157d08605f3a51fa6627fa62ea4dfc85d1ab350ad1f00ae26c5bf","1620059017",2021-05-03 16:23:37,Sell,45867258035440.1, BUNNY, 0.476345736505972, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xee4e74abf3e9fa447da4c36fb7cef6d217587437e1c54ba0f64d8cd066a738ca","1620059240",2021-05-03 16:27:20,Sell,17487358666642.6, BUNNY, 0.181100729681293, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xd657cd0c4dce2c13ac0f99389660f9923457b3149fb95a948bb9c4a63a4ff8d7","1620059334",2021-05-03 16:28:54,Sell,132352234538.972, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xf346599bb316ad1432d94fdf7bf1bbfee3ecec30e754131f661224938768293f","1620059612",2021-05-03 16:33:32,Sell,62272226866.1126, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x3c5a5efba5509e499d91c952c7295a5bb70547b25d09f0cdab0e919d73cba1b1","1620060094",2021-05-03 16:41:34,Sell,27471790421172.5, BUNNY, 0.284405528912077, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x95fc6f2a4b13d39816b0d0e64952174b6e84b17030c0eab804f2df2a7150c52f","1620060862",2021-05-03 16:54:22,Sell,218259876390893, BUNNY, 2.2352003271176, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x6ff2c08ffc6e3840f3eae2b8956d35995fa5be845b5e64e9221600fb6d0c09f4","1620064241",2021-05-03 17:50:41,Sell,14561780909304.7, BUNNY, 0.147600907607026, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x18421bf181b9a59ea143ff7837dcb67726f732bccfe159136bfc48a009cd79c5","1620064308",2021-05-03 17:51:48,Sell,15520049550459.8, BUNNY, 0.157106480852518, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x6d87e811ebe57914abfe46a4daac86167b22823fbe7a15adf6f3c9b5338566bd","1620065443",2021-05-03 18:10:43,Sell,214106450831.802, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x76bc4c7e28e389bb772d904fd5c6d5def0939a7963c8b00bbecfc06e6e2eec41","1620066015",2021-05-03 18:20:15,Sell,37353542590.3355, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xca47792ada11dae6af9997aa08ec2f77de7d76c47940a28101d63cbcbbd68c8a","1620066296",2021-05-03 18:24:56,Sell,139130143805.857, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xda0307436f116edca14e5b7b807451ca3732f368ed85784616c8fbe9dda1728d","1620068744",2021-05-03 19:05:44,Sell,47816791761.9136, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x44daf962de62dfe71bc955d026368a5bba7a41244f95ba7c88a5237688003656","1620068810",2021-05-03 19:06:50,Sell,2125547771471.36, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x5e11c9fa340f52b4a53dd6ad3653edf408ea7cc118643c47ad9e790ba228f26d","1620069080",2021-05-03 19:11:20,Sell,27966067408.4284, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xd52c51d146d418839e1cadd67ea138742611ee2a4c15f7a21787110b39eb14d9","1620069596",2021-05-03 19:19:56,Sell,31952815994.4658, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x2f3644c1e23d7a47b2043e188b0768b924bcac9e3c459dff4eb56033f9a98b6c","1620069624",2021-05-03 19:20:24,Sell,219428399564.786, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x53b13b9f1a83db9fcd62328ef651296871e5edc1452c5887892b1d5f887a9a78","1620069910",2021-05-03 19:25:10,Sell,10686700332231.6, BUNNY, 0.110591780198321, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xc4d59f9ed92a6c02d8a91a7b3d0781d6c1333ca4863938f303d86a5998da2107","1620070232",2021-05-03 19:30:32,Sell,48626814712520.1, BUNNY, 0.501896733619872, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x32b04f1b99213a8d5ff168d7597bde99dc679d74ebe3df6575dafa8bb4aa099e","1620071165",2021-05-03 19:46:05,Sell,42746984688.8946, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x75fa5839d50bd043ddbedbfe3ad1718742ef245f54b37701a1f72c221ecbf83c","1620071356",2021-05-03 19:49:16,Sell,9707807608363.77, BUNNY, 0.0999745792302235, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x0a54bbccf3d574445a6e4c6379fe775222885116869ccbe1ecbb5c21baaa8703","1620071541",2021-05-03 19:52:21,Sell,147151540547839, BUNNY, 1.50498288432206, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xc23cb53a8c40ed1c74b4ca39132aca2a6c044fa72c21304ac17c7a33ed2fafb2","1620071829",2021-05-03 19:57:09,Sell,344860348220.377, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xf87ba70f82b5a2a60e81f44de59ef04effde8c60c69f721fb8c6f15c5ed1e037","1620071899",2021-05-03 19:58:19,Sell,172046927441.998, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xe86c864eff4c8c456c3a8010e7d4adc21e81150f12491f1730e1d33aa5252f81","1620072618",2021-05-03 20:10:18,Sell,35390093093.9222, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x50ef5f3ccb7c23830e494ccec827c2171d612b874ec8cc635d83e1279383dab3","1620073341",2021-05-03 20:22:21,Sell,30325974944.78, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x3715b49d61b7f62c26c58a857b0e96effc1274c8c11660e5f715d56463bb54a1","1620073566",2021-05-03 20:26:06,Sell,50502892298900.8, BUNNY, 0.514565917414671, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x4f02bd4874b8d765c14b77bee58b0d47c72523f357c45d747d8db0da16352faa","1620075446",2021-05-03 20:57:26,Sell,103699907248.01, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x954620cb3faf62987c82a6d1b7355020d9094d168a3fe6947bd281507a409890","1620075473",2021-05-03 20:57:53,Sell,41584812283.4302, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x23a1d161e2930b27c6151557b691e5b75e595269cd38912af51fd27a79b8a783","1620076431",2021-05-03 21:13:51,Sell,86164074256.3662, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xd220c748e8bb4ffc8c739d66d200f7e673e98761e0515e8236f3b78e8d9fb3b5","1620078838",2021-05-03 21:53:58,Sell,558209562088.2, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xb42380b1e39d954165ff6c7f1697af5f57cbcf707da30486f62e1b2338af097a","1620079859",2021-05-03 22:10:59,Sell,490460671760794, BUNNY, 4.89197296475055, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xb42380b1e39d954165ff6c7f1697af5f57cbcf707da30486f62e1b2338af097a","1620079859",2021-05-03 22:10:59,Sell,95788028455204.2, BUNNY, 0.932010290844256, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x56a49a033c5bb21461193c96655e7c0bd81e807b21692d73a898737ecd1f4969","1620080398",2021-05-03 22:19:58,Sell,58208752267.9567, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x607e872b27c687537d573b7571ac7c15424050d71a778cf72d55b1ae9793cb62","1620080578",2021-05-03 22:22:58,Sell,10080823014465.6, BUNNY, 0.0976946762879045, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x76c38a1867055af8d3447820615821d1798cb1a6809f852d67fe742d8ab94e20","1620080602",2021-05-03 22:23:22,Sell,532966203946.325, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xcf19f6576931a2b48870f292847d5635dc278d946e2492f20d983182a585a35b","1620080966",2021-05-03 22:29:26,Sell,47854457262.7096, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xcf19f6576931a2b48870f292847d5635dc278d946e2492f20d983182a585a35b","1620080966",2021-05-03 22:29:26,Sell,47854457262.7096, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xd73ed7e54db0745f7a0aba6f383e3aad9a5e327a062c9f2a2e9b841cd11a0f46","1620081182",2021-05-03 22:33:02,Sell,1584947693479.9, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xd762d5b17d6acadb430544f2c78436f88b37a9ff486fa71f01d070b285adab96","1620081262",2021-05-03 22:34:22,Sell,73490932726927.1, BUNNY, 0.722249168554702, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xca8f8afd43d092545c27fba991a773008cd0a3a58b020dcee42948b3d912f871","1620081369",2021-05-03 22:36:09,Sell,208155028069.237, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x8bd9b5795af799663745acdf143834f08f3b3b996683ea0d8f18a3bf04f75012","1620081576",2021-05-03 22:39:36,Sell,7701714903.29193, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x1e0f0f6af5a13310f01192b20f02079d7b696dc63666e84f32094b76e5eea619","1620082110",2021-05-03 22:48:30,Sell,100373457764334, BUNNY, 0.980939852241942, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xf603d0a500b2c2d43fed2b62c1becd494a7e448b0d1f3acf0db22b7300ab9547","1620082582",2021-05-03 22:56:22,Sell,46777651243.3937, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xd332a34ce8dd5b460e1ccf42ce8a58aacb8c2683ad70f2ebc11131c9ed330bb5","1620082600",2021-05-03 22:56:40,Sell,159968910485.159, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x7ac12fb4563e7a9b59c8467d7b462f897115af7162c90b5dfd3ab5ecea9f5baa","1620082719",2021-05-03 22:58:39,Sell,41073430149.8676, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xb731df770d4b8be4dd1392eb27d7f9e9b0cbf2ae27c20743e6a5d93d69efee64","1620083037",2021-05-03 23:03:57,Sell,5185079587315.94, BUNNY, 0.050548823137959, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xfac934fc571b2953d80ae7a68b5263c648671ff4d324226274ce0488279bf6dc","1620084369",2021-05-03 23:26:09,Sell,9708100780678.42, BUNNY, 0.0945839514042663, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xc9118d08f2c03f749a33362a951beaea8eb2a7622a6c7ff5dab0b82acafbdaaa","1620084627",2021-05-03 23:30:27,Sell,7187441044611.33, BUNNY, 0.0699758638710681, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xaa1faa361020476fefda30473313ba6328effbbdebcf8ddd21e1270a2083a34d","1620085027",2021-05-03 23:37:07,Sell,201831076794.077, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xb9dc20e3bc66f5a9631ed435c4945fb7b1b6d779ff55b63399bf986e19847745","1620085148",2021-05-03 23:39:08,Sell,42448499128.1848, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xdc980a3a4b3c149f4c5a421e88e87ecace5bd51dc3458bda370425858faeabc7","1620085310",2021-05-03 23:41:50,Sell,106054863255.988, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x25e5a3d9562832d06488306132bd642766107ac1a580f5bd9502f6896ccb2965","1620085380",2021-05-03 23:43:00,Sell,116552202250.43, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x13c9c842b83112a92035a446867a54e9b65de113ba32b426eec8ca3314b67b98","1620085733",2021-05-03 23:48:53,Sell,46222406720.3685, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x90c793a339bd7e11f4837f2bd649e50635ec1a8123cbe8b2742bb7131b6d2fee","1620086758",2021-05-04 00:05:58,Sell,2357884856022.1, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x5d8c130420c97ded74ec652c55518fe10a8ab4947c733ac1603ce1e58aeefb98","1620086801",2021-05-04 00:06:41,Sell,95510820777.8783, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x5e32ef9eedd8f199fa3ef7efc6b46a608ef00b9322c09dac5b3236f05aacc8ea","1620086939",2021-05-04 00:08:59,Sell,517407113719.76, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x6ab712e1cdca4681184d58b58befac132aa12793c58d8cd0799e1707b7b98733","1620087547",2021-05-04 00:19:07,Sell,100663255349.212, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x840655992db3ef0081f6463ae725a3babd6e764237dc5e5a900b9e077da22dcb","1620088051",2021-05-04 00:27:31,Sell,177255791455.563, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x7e576b005f8731f83e583549d663d2a31cd6fa4fffcf0e430f5b7e60254b06b4","1620089070",2021-05-04 00:44:30,Sell,3178016376404.69, BUNNY, 0.0318887908306197, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xce44c45a20f601bf3f155ee2a48a02dd611ce47e97d722141638dd0a65dd0955","1620089445",2021-05-04 00:50:45,Sell,103003953561.247, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xaf962e165366c41a86be5260e4a1eb5b57a1a4078e891a89911f1fca55364dec","1620089445",2021-05-04 00:50:45,Sell,72049798351.5038, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x6f9758f1e385d20cfd4ecd345790fb1bd0e2970db6e2dda0cfe94e6d98a67358","1620089469",2021-05-04 00:51:09,Sell,13597671017749.7, BUNNY, 0.136539722548638, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x8a262e9664241cf404c6004a10debcab5094237680cfac9dfc609528cae329ba","1620090253",2021-05-04 01:04:13,Sell,2803697387509.42, BUNNY, 0.0281332995584515, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x6b81bd33395f978b8122a5c16468cfe8454b782cd451819ef32a9668fc14598e","1620091163",2021-05-04 01:19:23,Sell,308724803425.299, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xfa022a8d1294d0da8c1dff1cc29c6d2089260fd18cd17661f05f7ad2fdfb48ea","1620091199",2021-05-04 01:19:59,Sell,558779152933.879, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xfd44b508bffca4265cdfdcbfc0d44b69a6ca4f4efb2b45f250ada5ab8b0e6fe6","1620091827",2021-05-04 01:30:27,Sell,505873461882.882, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xe632432ddd7c227ceb7ed61f8354cb2e9bd45bf9cd7f60569de03b36017ec4d7","1620092136",2021-05-04 01:35:36,Sell,4224100492601.28, BUNNY, 0.0390673387814727, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x34de0fd0a3bf483b41d55df0e3334cbd3c28020a2a881ddfe2efbf5d9b6abfd4","1620092233",2021-05-04 01:37:13,Sell,66945502558697.8, BUNNY, 0.677125933680948, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x9929637a1b80ae24b09feb3c897706df6e958183d3d84addf1a3a16765ccf9b9","1620092341",2021-05-04 01:39:01,Sell,511340044776.79, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xb8dad13e1b1dd79b9f1fbbdef54b53466a697e4df512cf094eeb04eaacb29640","1620093961",2021-05-04 02:06:01,Sell,179830319295988, BUNNY, 1.80739474546501, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x0368d80f4fc5c55db49c8d716dc1cd6f24042872741a863ad5f7c1d4febefc5e","1620094790",2021-05-04 02:19:50,Sell,171491890354675, BUNNY, 1.69796455019757, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xf014d403d33749f7c58426cafdd00f1ee082ce1f7d9427e3fbc8a05664292af6","1620094995",2021-05-04 02:23:15,Sell,63131802510.9281, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xdf49fde2dd6a31c7f03043f5bd169cac6a3201c1f4b939a074c2191eb51b20c7","1620095352",2021-05-04 02:29:12,Sell,64759048152.8777, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xfe734bd89f52dc136d80457560ec259189b41e22e3fd0829c5d2ee58de80d082","1620095774",2021-05-04 02:36:14,Sell,629107134841.257, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xb5358da159ac4085e9a6ef42edeae77f856c928fd1069d3b88ee0d7eeaa563f0","1620095916",2021-05-04 02:38:36,Sell,4854028303168.71, BUNNY, 0.047995685799983, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x1dec8470ea657b285a8bc037afd586743138caaf91f39aecfa46e949f015d78b","1620095921",2021-05-04 02:38:41,Sell,4211803905807.43, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x26bfe1caec6f39b14712fd5eb3f5b539a34a1fa918fdc2ef9aa7e4a264a54d25","1620096069",2021-05-04 02:41:09,Sell,77448858214.9288, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x26bfe1caec6f39b14712fd5eb3f5b539a34a1fa918fdc2ef9aa7e4a264a54d25","1620096069",2021-05-04 02:41:09,Sell,77448858214.9288, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x266d2a0cb3210d32b414c015ea817e2801a80292514e446290fdae5b54384a71","1620096254",2021-05-04 02:44:14,Sell,28475966978795.2, BUNNY, 0.291248858433921, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x5e940c1b8673870447422fd28a89bb2643ecb52e5b8883d4df2af0bc389da3a9","1620097044",2021-05-04 02:57:24,Sell,194160156902980, BUNNY, 1.96695734639008, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xae78fb31f6af58a2e1f02814f262a2826894b2f7066051c7ef59f482f02c347d","1620097631",2021-05-04 03:07:11,Sell,15532820413160.8, BUNNY, 0.155944445680599, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x551f68a58a97e78ea1ec95f3eafe153a85a195ecbd9d14e2304858da86fbb48e","1620097847",2021-05-04 03:10:47,Sell,2080255756.96248, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x3d8ea30259f65f4efc2e2a485ec4c6a6ef50eb1972f6a8807098f8cc4976a1ee","1620098231",2021-05-04 03:17:11,Sell,4904982203595.83, BUNNY, 0.0492022147786241, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xce10bd996a5f0b1a7bedb4b09da2ec4e72613f7d4fdcbced7f8658322a4620ae","1620098236",2021-05-04 03:17:16,Sell,924104812701.418, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x3bf43c924e4e094fc922d52db62d96ffcb9a18f1b8f5b1e4edbb692ee9525561","1620098981",2021-05-04 03:29:41,Sell,194234127152901, BUNNY, 1.94661890243968, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x913e4c63c3beb9dbdc14521c826de98f974911290c310f436df49350dca21d6e","1620099486",2021-05-04 03:38:06,Sell,1501554218.16571, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xdd70b4e34c78d522f9c8f55dbc09a2644012857018a6bd10029cbb397812cdb8","1620099752",2021-05-04 03:42:32,Sell,213578095590394, BUNNY, 2.10371110813833, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xaf215cc333682eebc759211ce33176fb62461b6eb9891ebd395e420341cb2e80","1620099752",2021-05-04 03:42:32,Sell,63734088307.4482, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x8f6edec52f8b6ae06107177108760dc11b36e7276a00258a3de190f20b1a9fa1","1620100721",2021-05-04 03:58:41,Sell,20006668023268.1, BUNNY, 0.195221701816431, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xaea41e137aabff8ef41d0525e07b5d90033c77a68b1138ce1618c253b362173a","1620101821",2021-05-04 04:17:01,Sell,24382975435.534, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xaa3323a88d83bd5caa5a57fdc81ec0b071f3319edd6785afb2717c8afd895752","1620102611",2021-05-04 04:30:11,Sell,1189768862372.02, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xe05fce529183dd67af0498aadadb7d1bc3de2115e145eb09d54e64394db6d3bd","1620102811",2021-05-04 04:33:31,Sell,16285943440.5575, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x1ed002a6fc24870b0f30a65f4c36c58ef72bb99f1e55a32130b42053effebb44","1620102837",2021-05-04 04:33:57,Sell,27003130903.0231, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x26aab6f7e708ad32b3aa90415e4b3ce39604dcd3d6ddbc08f77e06a391253a72","1620103039",2021-05-04 04:37:19,Sell,77686379559618, BUNNY, 0.762569652016154, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xff178c227f736314843251378ff0ae8975195e5f0ff7a2133e1f1654fa6d2532","1620103172",2021-05-04 04:39:32,Sell,19101713716637.5, BUNNY, 0.186736423845836, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xc8d653dd366a9204e156c66bb54587ae3b6ab91de6888a5ff5b9bbb63f60687c","1620103265",2021-05-04 04:41:05,Sell,105064588.221914, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xd3ef5e7655896496be92928e04c215bb73b88e461d465a97480457bc99371116","1620104999",2021-05-04 05:09:59,Sell,195761311675.94, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x819b1941d8f736cb8568d9c5931aa0d923b9a5bfc2bf8651b75fe79efe4a5076","1620105477",2021-05-04 05:17:57,Sell,274879884727.136, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x2b16c9d4141af71735af061516d52ec80976ad8559499408c3418e0df179fe0d","1620106447",2021-05-04 05:34:07,Sell,2051637507846.23, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x26997846b41f87bcaef63db65d77d2140a1de75b60fd60a83afde6ef17dbbc8d","1620106522",2021-05-04 05:35:22,Sell,3229860371.21556, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0x961e49ced3bc1a929fb567c4d39eafaf9f7eab6af09b35c94faaf2e9d0236d76","1620107499",2021-05-04 05:51:39,Sell,19450905361.3522, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
"0xcbca08b1a6d761290c147d1fc292217102cf4883a859fda6000cc85f6ee30f56","1620108017",2021-05-04 06:00:17,Sell,1033235530661.25, BUNNY, 0, ETH,0.00000000,ETH per BUNNY,Uniswap v2
